loop#,ALPHA[AXIS_X_R_RP:0.1],BETA[AXIS_X_R_RP:0.1],GAMMA[AXIS_X_R_RP:0.1],EPSILON[AXIS_X_R_RP:0.1],N_PARTICLES[AXIS_X_R_RP:0.1],ALPHA[AXIS_X_R_RP:0.5],BETA[AXIS_X_R_RP:0.5],GAMMA[AXIS_X_R_RP:0.5],EPSILON[AXIS_X_R_RP:0.5],N_PARTICLES[AXIS_X_R_RP:0.5]
24,-6.56716,0.99237,44.4668,1.12022e-05,99812,-21.4352,9.6921,47.5096,1.72356e-05,99812
25,-6.56707,0.992358,44.4662,1.12023e-05,99812,-21.4354,9.69219,47.5101,1.72352e-05,99814
26,-6.5671,0.992362,44.4664,1.12022e-05,99812,-21.4342,9.69167,47.5074,1.72363e-05,99812
27,-6.56713,0.992365,44.4667,1.12022e-05,99812,-21.4358,9.69236,47.5111,1.72351e-05,99812
28,-6.56702,0.992351,44.4659,1.12023e-05,99812,-21.4359,9.69242,47.5112,1.72349e-05,99812
29,-6.56714,0.992367,44.4667,1.12022e-05,99812,-21.4344,9.69175,47.5079,1.72362e-05,99812
30,-6.5672,0.992376,44.4672,1.12021e-05,99812,-21.4371,9.69295,47.514,1.72341e-05,99812
31,-6.56719,0.992374,44.4671,1.12021e-05,99812,-21.437,9.69294,47.5136,1.72341e-05,99812
32,-6.56719,0.992376,44.467,1.12021e-05,99812,-21.4335,9.69131,47.5062,1.7237e-05,99812
33,-6.56721,0.992381,44.467,1.1202e-05,99812,-21.4353,9.69211,47.5098,1.72354e-05,99812
34,-6.56717,0.992371,44.4669,1.12022e-05,99812,-21.436,9.69243,47.5115,1.72351e-05,99812
35,-6.56721,0.992376,44.4672,1.12021e-05,99812,-21.4351,9.69204,47.5095,1.72357e-05,99812
36,-6.56724,0.992382,44.4674,1.1202e-05,99812,-21.4375,9.69313,47.5148,1.72338e-05,99812
37,-6.56717,0.992372,44.4669,1.12022e-05,99812,-21.4372,9.69302,47.5141,1.72339e-05,99812
38,-6.56724,0.992381,44.4674,1.12021e-05,99812,-21.4356,9.69228,47.5107,1.72353e-05,99812
39,-6.56708,0.992358,44.4663,1.12023e-05,99812,-21.4352,9.69208,47.5098,1.72356e-05,99812
40,-6.56722,0.992378,44.4672,1.12021e-05,99812,-21.4358,9.69237,47.5109,1.72351e-05,99812
41,-6.56715,0.99237,44.4667,1.12021e-05,99812,-21.4349,9.69196,47.509,1.72357e-05,99812
42,-6.56723,0.992379,44.4674,1.12021e-05,99812,-21.4347,9.69187,47.5087,1.72361e-05,99812
43,-6.56725,0.992382,44.4675,1.12021e-05,99812,-21.4362,9.69255,47.5119,1.72348e-05,99812
44,-6.56724,0.99238,44.4674,1.12021e-05,99812,-21.436,9.6925,47.5113,1.72349e-05,99812
45,-6.5672,0.992375,44.4672,1.12021e-05,99812,-21.4333,9.69129,47.5054,1.72371e-05,99812
46,-6.5673,0.992388,44.4679,1.1202e-05,99812,-21.4369,9.69285,47.5136,1.72344e-05,99812
47,-6.56718,0.992372,44.467,1.12022e-05,99812,-21.4356,9.69227,47.5104,1.72353e-05,99812
48,-6.56716,0.992371,44.4669,1.12022e-05,99812,-21.4364,9.69267,47.5122,1.72346e-05,99812
49,-6.56719,0.992372,44.4671,1.12022e-05,99812,-21.4352,9.69208,47.5098,1.72357e-05,99812
