loop#,ALPHA[AXIS_X_R_RP:0.1],EPSILON[AXIS_X_R_RP:0.1],GAMMA[AXIS_X_R_RP:0.1],N_PARTICLES[AXIS_X_R_RP:0.1],ALPHA[AXIS_X_R_RP:0.4],EPSILON[AXIS_X_R_RP:0.4],GAMMA[AXIS_X_R_RP:0.4],N_PARTICLES[AXIS_X_R_RP:0.4]
113,-3.93424,8.474e-06,23.4823,100000,-31.4984,9.58508e-06,110.412,100000
114,-3.93421,8.47403e-06,23.4821,100000,-31.4986,9.58503e-06,110.412,100000
115,-3.93427,8.47395e-06,23.4825,100000,-31.4983,9.58515e-06,110.412,100000
116,-3.93419,8.47407e-06,23.482,100000,-31.4985,9.58502e-06,110.412,100000
117,-3.93426,8.47398e-06,23.4824,100000,-31.4977,9.58533e-06,110.409,100000
118,-3.93424,8.47401e-06,23.4823,100000,-31.4979,9.58525e-06,110.41,100000
119,-3.93426,8.47395e-06,23.4824,100000,-31.4985,9.58508e-06,110.412,100000
120,-3.93419,8.47398e-06,23.4819,100004,-31.4988,9.58496e-06,110.413,100000
121,-3.93421,8.47404e-06,23.4821,100000,-31.4983,9.58514e-06,110.411,100000
122,-3.9342,8.47406e-06,23.4821,100000,-31.498,9.58522e-06,110.41,100000
123,-3.93424,8.47401e-06,23.4823,100000,-31.4984,9.58512e-06,110.412,100000
124,-3.93425,8.474e-06,23.4824,100000,-31.4983,9.58514e-06,110.411,100000
125,-3.93424,8.47402e-06,23.4823,100000,-31.4984,9.58512e-06,110.412,100000
126,-3.93422,8.47402e-06,23.4821,100000,-31.4985,9.58503e-06,110.412,100000
127,-3.93424,8.474e-06,23.4823,100000,-31.4983,9.58514e-06,110.411,100000
128,-3.93423,8.47403e-06,23.4822,100000,-31.4977,9.58532e-06,110.409,100000
129,-3.93424,8.47399e-06,23.4823,100000,-31.4982,9.58517e-06,110.411,100000
130,-3.93418,8.47409e-06,23.482,100000,-31.4983,9.58511e-06,110.411,100000
131,-3.93423,8.47404e-06,23.4823,100000,-31.4981,9.5852e-06,110.411,100000
132,-3.93425,8.47399e-06,23.4824,100000,-31.4985,9.58506e-06,110.412,100000
133,-3.93421,8.47403e-06,23.4821,100000,-31.4982,9.58512e-06,110.411,100000
134,-3.93427,8.47394e-06,23.4825,100000,-31.4983,9.58515e-06,110.412,100000
135,-3.93427,8.47398e-06,23.4825,100000,-31.4982,9.58517e-06,110.411,100000
136,-3.93421,8.47404e-06,23.4821,100000,-31.4986,9.58499e-06,110.413,100000
137,-3.93421,8.47406e-06,23.4822,100000,-31.4979,9.58525e-06,110.41,100000
138,-3.93424,8.47398e-06,23.4823,100000,-31.4986,9.58503e-06,110.412,100000
139,-3.93424,8.47399e-06,23.4823,100000,-31.4984,9.58511e-06,110.412,100000
140,-3.93425,8.474e-06,23.4824,100000,-31.4985,9.58508e-06,110.412,100000
141,-3.93421,8.47405e-06,23.4821,100000,-31.498,9.58519e-06,110.411,100000
142,-3.93423,8.47402e-06,23.4822,100000,-31.498,9.58522e-06,110.41,100000
143,-3.93425,8.47399e-06,23.4824,100000,-31.4984,9.5851e-06,110.412,100000
144,-3.93421,8.47405e-06,23.4821,100000,-31.4984,9.58508e-06,110.412,100000
145,-3.9342,8.47407e-06,23.4821,100000,-31.4984,9.5851e-06,110.412,100000
146,-3.93419,8.47407e-06,23.482,100000,-31.4979,9.58522e-06,110.41,100000
147,-3.93423,8.47399e-06,23.4822,100002,-31.4984,9.58513e-06,110.412,100000
148,-3.93425,8.47398e-06,23.4824,100000,-31.498,9.58522e-06,110.41,100000
149,-3.93425,8.47398e-06,23.4823,100000,-31.4981,9.58519e-06,110.411,100000
150,-3.93423,8.474e-06,23.4822,100000,-31.4983,9.58511e-06,110.412,100000
151,-3.9342,8.47405e-06,23.482,100000,-31.4985,9.58503e-06,110.412,100000
152,-3.93425,8.47398e-06,23.4824,100000,-31.4983,9.58516e-06,110.411,100000
153,-3.9342,8.47404e-06,23.482,100000,-31.4979,9.58522e-06,110.41,100000
154,-3.93423,8.47403e-06,23.4823,100000,-31.4984,9.58514e-06,110.412,100000
155,-3.9342,8.47406e-06,23.4821,100000,-31.4981,9.58519e-06,110.411,100000
156,-3.93423,8.47402e-06,23.4822,100000,-31.4982,9.58516e-06,110.411,100000
157,-3.93427,8.47397e-06,23.4825,100000,-31.4987,9.58502e-06,110.413,100000
158,-3.93421,8.47404e-06,23.4821,100000,-31.4984,9.58508e-06,110.412,100000
159,-3.93419,8.474e-06,23.4821,100002,-31.4969,9.58548e-06,110.407,100002
160,-3.93427,8.47395e-06,23.4825,100000,-31.4978,9.58529e-06,110.41,100000
161,-3.93422,8.47402e-06,23.4822,100000,-31.4981,9.58517e-06,110.411,100000
162,-3.93422,8.47402e-06,23.4822,100000,-31.4981,9.58519e-06,110.411,100000
163,-3.93425,8.47399e-06,23.4824,100000,-31.4979,9.58526e-06,110.41,100000
164,-3.93421,8.47404e-06,23.4821,100000,-31.4986,9.58502e-06,110.412,100000
165,-3.93422,8.47402e-06,23.4821,100000,-31.4982,9.58515e-06,110.411,100000
166,-3.93424,8.47401e-06,23.4823,100000,-31.4987,9.58504e-06,110.413,100000
167,-3.93423,8.47403e-06,23.4822,100000,-31.4981,9.58517e-06,110.411,100000
168,-3.93421,8.47402e-06,23.4821,100000,-31.4982,9.58512e-06,110.411,100000
169,-3.93425,8.47399e-06,23.4824,100000,-31.4986,9.58507e-06,110.412,100000
170,-3.93426,8.47396e-06,23.4824,100000,-31.4983,9.58512e-06,110.411,100000
171,-3.93422,8.47403e-06,23.4822,100000,-31.4982,9.58515e-06,110.411,100000
172,-3.93425,8.474e-06,23.4824,100000,-31.4979,9.58525e-06,110.41,100000
173,-3.93423,8.474e-06,23.4822,100000,-31.4981,9.58512e-06,110.411,100002
174,-3.93419,8.47408e-06,23.482,100000,-31.4981,9.58519e-06,110.411,100000
175,-3.93421,8.47406e-06,23.4822,100000,-31.4978,9.58532e-06,110.41,100000
176,-3.93423,8.474e-06,23.4822,100000,-31.4983,9.58509e-06,110.412,100000
177,-3.93421,8.47404e-06,23.4821,100000,-31.4984,9.58509e-06,110.412,100000
178,-3.93424,8.47401e-06,23.4823,100000,-31.4982,9.58519e-06,110.411,100000
179,-3.93422,8.47402e-06,23.4822,100000,-31.4983,9.58512e-06,110.411,100000
180,-3.93425,8.47399e-06,23.4824,100000,-31.498,9.58523e-06,110.41,100000
181,-3.93426,8.47396e-06,23.4824,100000,-31.4977,9.58534e-06,110.409,100000
182,-3.93423,8.47398e-06,23.4822,100000,-31.4984,9.58507e-06,110.412,100000
183,-3.93423,8.47402e-06,23.4823,100000,-31.4983,9.58513e-06,110.412,100000
184,-3.93423,8.47401e-06,23.4822,100000,-31.4978,9.58529e-06,110.41,100000
185,-3.93421,8.47404e-06,23.4822,100000,-31.4982,9.58516e-06,110.411,100000
186,-3.93424,8.47402e-06,23.4824,100000,-31.4984,9.58513e-06,110.412,100000
187,-3.93423,8.47403e-06,23.4822,100000,-31.4978,9.58527e-06,110.41,100000
188,-3.93424,8.474e-06,23.4823,100000,-31.4985,9.58507e-06,110.412,100000
189,-3.93403,8.47434e-06,23.4808,100002,-31.4982,9.58516e-06,110.411,100000
190,-3.93422,8.47404e-06,23.4822,100000,-31.4978,9.58528e-06,110.41,100000
191,-3.93422,8.47404e-06,23.4822,100000,-31.4979,9.58525e-06,110.41,100000
192,-3.93425,8.47398e-06,23.4824,100000,-31.4977,9.58533e-06,110.409,100000
193,-3.93419,8.4741e-06,23.482,100000,-31.4982,9.58515e-06,110.411,100000
194,-3.93424,8.474e-06,23.4823,100000,-31.4983,9.58515e-06,110.411,100000
195,-3.93421,8.47404e-06,23.4821,100000,-31.4984,9.58507e-06,110.412,100000
196,-3.93423,8.47404e-06,23.4823,100000,-31.4984,9.58512e-06,110.412,100000
197,-3.93421,8.47405e-06,23.4822,100000,-31.4981,9.58517e-06,110.411,100000
198,-3.93424,8.47401e-06,23.4823,100000,-31.4981,9.58521e-06,110.411,100000
199,-3.93421,8.47404e-06,23.4821,100000,-31.4982,9.58514e-06,110.411,100000
