loop#,ALPHA[AXIS_X_R_RP:0.1],BETA[AXIS_X_R_RP:0.1],GAMMA[AXIS_X_R_RP:0.1],EPSILON[AXIS_X_R_RP:0.1],N_PARTICLES[AXIS_X_R_RP:0.1],ALPHA[AXIS_X_R_RP:0.5],BETA[AXIS_X_R_RP:0.5],GAMMA[AXIS_X_R_RP:0.5],EPSILON[AXIS_X_R_RP:0.5],N_PARTICLES[AXIS_X_R_RP:0.5]
15,-6.56755,0.992593,44.462,1.11987e-05,99810,-19.8332,9.12457,43.2192,1.73052e-05,99810
16,-6.56677,0.992379,44.4614,1.12018e-05,99812,-19.8453,9.13021,43.245,1.7299e-05,99812
17,-6.56656,0.99231,44.4617,1.12026e-05,99812,-19.8524,9.13366,43.2596,1.72933e-05,99812
18,-6.56682,0.992333,44.464,1.12024e-05,99812,-19.8542,9.13465,43.2627,1.72916e-05,99812
19,-6.56697,0.992346,44.4654,1.12024e-05,99812,-19.8566,9.13578,43.2676,1.72896e-05,99812
20,-6.56701,0.99235,44.4658,1.12024e-05,99812,-19.8583,9.13661,43.2713,1.7288e-05,99812
21,-6.56708,0.992358,44.4663,1.12023e-05,99812,-19.8577,9.13632,43.2699,1.72885e-05,99812
22,-6.56715,0.992368,44.4668,1.12022e-05,99812,-19.858,9.13647,43.2705,1.72883e-05,99812
23,-6.56719,0.992374,44.467,1.12021e-05,99812,-19.8591,9.13699,43.2727,1.72872e-05,99812
24,-6.56719,0.992374,44.4671,1.12021e-05,99812,-19.8583,9.1366,43.271,1.7288e-05,99812
25,-6.56721,0.992377,44.4672,1.12021e-05,99812,-19.8572,9.13609,43.2689,1.7289e-05,99812
26,-6.56718,0.99237,44.4672,1.12022e-05,99812,-19.8568,9.13592,43.2679,1.72894e-05,99812
27,-6.56709,0.99236,44.4664,1.12023e-05,99812,-19.8574,9.1362,43.2693,1.72887e-05,99812
28,-6.5672,0.992376,44.4671,1.12021e-05,99812,-19.8577,9.13633,43.2697,1.72885e-05,99812
29,-6.56703,0.992353,44.4659,1.12023e-05,99812,-19.8575,9.13621,43.2697,1.72886e-05,99812
30,-6.56722,0.992376,44.4673,1.12021e-05,99812,-19.8582,9.13656,43.2711,1.72882e-05,99812
31,-6.56714,0.992367,44.4667,1.12022e-05,99812,-19.8573,9.13614,43.2689,1.72888e-05,99812
32,-6.56717,0.992372,44.467,1.12021e-05,99812,-19.8572,9.13609,43.2688,1.7289e-05,99812
33,-6.56722,0.992378,44.4673,1.12021e-05,99812,-19.8573,9.13618,43.269,1.72888e-05,99812
34,-6.56715,0.992366,44.4669,1.12022e-05,99812,-19.8567,9.13592,43.2677,1.72893e-05,99812
35,-6.56731,0.992393,44.4678,1.12019e-05,99812,-19.8579,9.13645,43.2704,1.72883e-05,99812
36,-6.56716,0.99237,44.4668,1.12022e-05,99812,-19.8578,9.13643,43.2699,1.72883e-05,99812
37,-6.56717,0.992371,44.467,1.12022e-05,99812,-19.8572,9.13609,43.2689,1.7289e-05,99812
38,-6.5672,0.992376,44.4672,1.12021e-05,99812,-19.8577,9.13632,43.2698,1.72885e-05,99812
39,-6.56723,0.992381,44.4673,1.1202e-05,99812,-19.8573,9.13615,43.269,1.72888e-05,99812
40,-6.56719,0.992377,44.467,1.12021e-05,99812,-19.8586,9.13673,43.2718,1.72875e-05,99814
41,-6.56716,0.99237,44.4669,1.12022e-05,99812,-19.858,9.13647,43.2707,1.72882e-05,99812
42,-6.56724,0.992378,44.4676,1.12022e-05,99812,-19.8571,9.13606,43.2685,1.72892e-05,99812
43,-6.56724,0.992382,44.4674,1.12021e-05,99812,-19.8575,9.13627,43.2693,1.72886e-05,99812
44,-6.5672,0.992377,44.4671,1.12021e-05,99812,-19.8588,9.13682,43.2724,1.72876e-05,99812
45,-6.56716,0.99237,44.4669,1.12022e-05,99812,-19.8577,9.13634,43.2698,1.72885e-05,99812
46,-6.56722,0.992378,44.4673,1.12021e-05,99812,-19.8571,9.13606,43.2686,1.72891e-05,99812
47,-6.56714,0.992365,44.4669,1.12022e-05,99812,-19.857,9.13598,43.2683,1.72892e-05,99812
48,-6.56719,0.992376,44.4671,1.12021e-05,99812,-19.8584,9.13667,43.2713,1.72878e-05,99812
49,-6.5671,0.99236,44.4665,1.12023e-05,99812,-19.8562,9.13563,43.2666,1.72898e-05,99812
